id,name,name_en,qlvl,package,color,type,subType,cost,power,trigger,description,description_en,flavorText,flavorText_en
1000351,,,,,,,,,,,,,,
1000352,,,,,,,,,,,,,,
1000353,,,,,,,,,,,,,,
1000354,,,,,,,,,,,,,,
1000355,,,,,,,,,,,,,,
1000356,,,,,,,,,,,,,,
1000357,,,,,,,,,,,,,,
1000358,,,,,,,,,,,,,,
1000359,,,,,,,,,,,,,,
1000360,,,,,,,,,,,,,,
1000361,,,,,,,,,,,,,,
1000362,,,,,,,,,,,,,,
1000363,,,,,,,,,,,,,,
1000364,,,,,,,,,,,,,,
1000365,,,,,,,,,,,,,,
1000366,,,,,,,,,,,,,,
1000367,,,,,,,,,,,,,,
1000368,,,,,,,,,,,,,,
1000369,,,,,,,,,,,,,,
1000370,,,,,,,,,,,,,,
1000371,,,,,,,,,,,,,,
1000372,,,,,,,,,,,,,,
1000373,,,,,,,,,,,,,,
1000374,,,,,,,,,,,,,,
1000375,,,,,,,,,,,,,,
1000376,,,,,,,,,,,,,,
1000377,,,,,,,,,,,,,,
1000378,,,,,,,,,,,,,,
1000379,,,,,,,,,,,,,,
1000380,,,,,,,,,,,,,,
1000381,,,,,,,,,,,,,,
1000382,,,,,,,,,,,,,,
1000383,,,,,,,,,,,,,,
1000384,,,,,,,,,,,,,,
1000385,,,,,,,,,,,,,,
1000386,,,,,,,,,,,,,,
1000387,,,,,,,,,,,,,,
1000388,,,,,,,,,,,,,,
1000389,,,,,,,,,,,,,,
1000390,,,,,,,,,,,,,,
1000391,,,,,,,,,,,,,,
1000392,,,,,,,,,,,,,,
1000393,,,,,,,,,,,,,,
1000394,,,,,,,,,,,,,,
1000395,,,,,,,,,,,,,,
1000396,,,,,,,,,,,,,,
1000397,,,,,,,,,,,,,,
1000398,,,,,,,,,,,,,,
1000399,,,,,,,,,,,,,,
1000400,,,,,,,,,,,,,,
1000401,,,,,,,,,,,,,,
1000402,,,,,,,,,,,,,,
1000403,,,,,,,,,,,,,,
1000404,,,,,,,,,,,,,,
1000405,,,,,,,,,,,,,,
1000406,,,,,,,,,,,,,,
1000407,,,,,,,,,,,,,,
1000408,,,,,,,,,,,,,,
1000409,,,,,,,,,,,,,,
1000410,,,,,,,,,,,,,,
1000411,,,,,,,,,,,,,,
1000412,,,,,,,,,,,,,,
1000413,,,,,,,,,,,,,,
1000414,,,,,,,,,,,,,,
1000415,,,,,,,,,,,,,,
1000416,,,,,,,,,,,,,,
1000417,,,,,,,,,,,,,,
1000418,,,,,,,,,,,,,,
1000419,,,,,,,,,,,,,,
1000420,,,,,,,,,,,,,,
1000421,,,,,,,,,,,,,,
1000422,,,,,,,,,,,,,,
1000423,,,,,,,,,,,,,,
1000424,,,,,,,,,,,,,,
1000425,,,,,,,,,,,,,,
1000426,,,,,,,,,,,,,,
1000427,,,,,,,,,,,,,,
1000428,,,,,,,,,,,,,,
1000429,,,,,,,,,,,,,,
1000430,,,,,,,,,,,,,,
1000431,,,,,,,,,,,,,,
1000432,,,,,,,,,,,,,,
1000433,,,,,,,,,,,,,,
1000434,,,,,,,,,,,,,,
1000435,,,,,,,,,,,,,,
1000436,,,,,,,,,,,,,,
1000437,,,,,,,,,,,,,,
1000438,,,,,,,,,,,,,,
1000439,,,,,,,,,,,,,,
1000440,,,,,,,,,,,,,,
1000441,,,,,,,,,,,,,,
1000442,,,,,,,,,,,,,,
1000443,,,,,,,,,,,,,,
1000444,,,,,,,,,,,,,,
1000445,,,,,,,,,,,,,,
1000446,,,,,,,,,,,,,,
1000447,,,,,,,,,,,,,,
1000448,,,,,,,,,,,,,,
1000449,,,,,,,,,,,,,,
1000450,,,,,,,,,,,,,,
1000451,,,,,,,,,,,,,,
1000452,,,,,,,,,,,,,,
1000453,,,,,,,,,,,,,,
1000454,,,,,,,,,,,,,,
1000455,,,,,,,,,,,,,,
1000456,,,,,,,,,,,,,,
1000457,,,,,,,,,,,,,,
1000458,,,,,,,,,,,,,,
1000459,,,,,,,,,,,,,,
1000460,,,,,,,,,,,,,,
1000461,,,,,,,,,,,,,,
1000462,,,,,,,,,,,,,,
1000463,,,,,,,,,,,,,,
1000464,,,,,,,,,,,,,,
1000465,,,,,,,,,,,,,,
1000466,,,,,,,,,,,,,,
1000467,,,,,,,,,,,,,,
1000468,,,,,,,,,,,,,,
1000469,,,,,,,,,,,,,,
1000470,,,,,,,,,,,,,,
1000471,,,,,,,,,,,,,,
1000472,,,,,,,,,,,,,,
1000473,,,,,,,,,,,,,,
1000474,,,,,,,,,,,,,,
1000475,,,,,,,,,,,,,,
1000476,,,,,,,,,,,,,,
1000477,,,,,,,,,,,,,,
1000478,,,,,,,,,,,,,,
1000479,,,,,,,,,,,,,,
1000480,,,,,,,,,,,,,,
1000481,,,,,,,,,,,,,,
1000482,,,,,,,,,,,,,,
1000483,,,,,,,,,,,,,,
1000484,,,,,,,,,,,,,,
1000485,,,,,,,,,,,,,,
1000486,,,,,,,,,,,,,,
1000487,,,,,,,,,,,,,,
1000488,,,,,,,,,,,,,,
1000489,,,,,,,,,,,,,,
1000490,,,,,,,,,,,,,,
1000491,,,,,,,,,,,,,,
1000492,,,,,,,,,,,,,,
1000493,,,,,,,,,,,,,,
1000494,,,,,,,,,,,,,,
1000495,,,,,,,,,,,,,,
1000496,,,,,,,,,,,,,,
1000497,,,,,,,,,,,,,,
1000498,,,,,,,,,,,,,,
1000499,,,,,,,,,,,,,,
1000500,,,,,,,,,,,,,,
1000501,,,,,,,,,,,,,,
1000502,,,,,,,,,,,,,,
1000503,,,,,,,,,,,,,,
1000504,,,,,,,,,,,,,,
1000505,,,,,,,,,,,,,,
1000506,,,,,,,,,,,,,,
1000507,,,,,,,,,,,,,,
1000508,,,,,,,,,,,,,,
1000509,,,,,,,,,,,,,,
1000510,,,,,,,,,,,,,,
1000511,,,,,,,,,,,,,,
1000512,,,,,,,,,,,,,,
1000513,,,,,,,,,,,,,,
1000514,,,,,,,,,,,,,,
1000515,,,,,,,,,,,,,,
1000516,,,,,,,,,,,,,,
1000517,,,,,,,,,,,,,,
1000518,,,,,,,,,,,,,,
1000519,,,,,,,,,,,,,,
1000520,,,,,,,,,,,,,,
1000521,,,,,,,,,,,,,,
1000522,,,,,,,,,,,,,,
1000523,,,,,,,,,,,,,,
1000524,,,,,,,,,,,,,,
1000525,,,,,,,,,,,,,,
1000526,,,,,,,,,,,,,,
1000527,,,,,,,,,,,,,,
1000528,,,,,,,,,,,,,,
1000529,,,,,,,,,,,,,,
1000530,,,,,,,,,,,,,,
1000531,,,,,,,,,,,,,,
1000532,,,,,,,,,,,,,,
1000533,,,,,,,,,,,,,,
1000534,,,,,,,,,,,,,,
1000535,,,,,,,,,,,,,,
1000536,,,,,,,,,,,,,,
1000537,,,,,,,,,,,,,,
1000538,,,,,,,,,,,,,,
1000539,,,,,,,,,,,,,,
1000540,,,,,,,,,,,,,,
1000541,,,,,,,,,,,,,,
1000542,,,,,,,,,,,,,,
1000543,,,,,,,,,,,,,,
1000544,,,,,,,,,,,,,,
1000545,,,,,,,,,,,,,,
1000546,,,,,,,,,,,,,,
1000547,,,,,,,,,,,,,,
1000548,,,,,,,,,,,,,,
1000549,,,,,,,,,,,,,,
1000550,,,,,,,,,,,,,,
1000551,,,,,,,,,,,,,,
1000552,,,,,,,,,,,,,,
1000553,,,,,,,,,,,,,,
1000554,,,,,,,,,,,,,,
1000555,,,,,,,,,,,,,,
1000556,,,,,,,,,,,,,,
1000557,,,,,,,,,,,,,,
1000558,,,,,,,,,,,,,,
1000559,,,,,,,,,,,,,,
1000560,,,,,,,,,,,,,,
1000561,,,,,,,,,,,,,,
1000562,,,,,,,,,,,,,,
1000563,,,,,,,,,,,,,,
1000564,,,,,,,,,,,,,,
1000565,,,,,,,,,,,,,,
1000566,,,,,,,,,,,,,,
1000567,,,,,,,,,,,,,,
1000568,,,,,,,,,,,,,,
1000569,,,,,,,,,,,,,,
1000570,,,,,,,,,,,,,,
1000571,,,,,,,,,,,,,,
1000572,,,,,,,,,,,,,,
1000573,,,,,,,,,,,,,,
1000574,,,,,,,,,,,,,,
1000575,,,,,,,,,,,,,,
1000576,,,,,,,,,,,,,,
1000577,,,,,,,,,,,,,,
1000578,,,,,,,,,,,,,,
1000579,,,,,,,,,,,,,,
1000580,,,,,,,,,,,,,,
1000581,,,,,,,,,,,,,,
1000582,,,,,,,,,,,,,,
1000583,,,,,,,,,,,,,,
1000584,,,,,,,,,,,,,,
1000585,,,,,,,,,,,,,,
1000586,,,,,,,,,,,,,,
1000587,,,,,,,,,,,,,,
1000588,,,,,,,,,,,,,,
1000589,,,,,,,,,,,,,,
1000590,,,,,,,,,,,,,,
1000591,,,,,,,,,,,,,,
1000592,,,,,,,,,,,,,,
1000593,,,,,,,,,,,,,,
1000594,,,,,,,,,,,,,,
1000595,,,,,,,,,,,,,,
1000596,,,,,,,,,,,,,,
1000597,,,,,,,,,,,,,,
1000598,,,,,,,,,,,,,,
1000599,,,,,,,,,,,,,,
1000600,,,,,,,,,,,,,,
1000601,,,,,,,,,,,,,,
1000602,,,,,,,,,,,,,,
1000603,,,,,,,,,,,,,,
1000604,,,,,,,,,,,,,,
1000605,,,,,,,,,,,,,,
1000606,,,,,,,,,,,,,,
1000607,,,,,,,,,,,,,,
1000608,,,,,,,,,,,,,,
1000609,,,,,,,,,,,,,,
1000610,,,,,,,,,,,,,,
1000611,,,,,,,,,,,,,,
1000612,,,,,,,,,,,,,,
1000613,,,,,,,,,,,,,,
1000614,,,,,,,,,,,,,,
1000615,,,,,,,,,,,,,,
1000616,,,,,,,,,,,,,,
1000617,,,,,,,,,,,,,,
1000618,,,,,,,,,,,,,,
1000619,,,,,,,,,,,,,,
1000620,,,,,,,,,,,,,,
1000621,,,,,,,,,,,,,,
1000622,,,,,,,,,,,,,,
1000623,,,,,,,,,,,,,,
1000624,,,,,,,,,,,,,,
1000625,,,,,,,,,,,,,,
1000626,,,,,,,,,,,,,,
1000627,,,,,,,,,,,,,,
1000628,,,,,,,,,,,,,,
1000629,,,,,,,,,,,,,,
1000630,,,,,,,,,,,,,,
1000631,,,,,,,,,,,,,,
1000632,,,,,,,,,,,,,,
1000633,,,,,,,,,,,,,,
1000634,,,,,,,,,,,,,,
1000635,,,,,,,,,,,,,,
1000636,,,,,,,,,,,,,,
1000637,,,,,,,,,,,,,,
1000638,,,,,,,,,,,,,,
1000639,,,,,,,,,,,,,,
1000640,,,,,,,,,,,,,,
1000641,,,,,,,,,,,,,,
1000642,,,,,,,,,,,,,,
1000643,,,,,,,,,,,,,,
1000644,,,,,,,,,,,,,,
1000645,,,,,,,,,,,,,,
1000646,,,,,,,,,,,,,,
1000647,,,,,,,,,,,,,,
1000648,,,,,,,,,,,,,,
1000649,,,,,,,,,,,,,,
1000650,,,,,,,,,,,,,,
1000651,,,,,,,,,,,,,,
1000652,,,,,,,,,,,,,,
1000653,,,,,,,,,,,,,,
1000654,,,,,,,,,,,,,,
1000655,,,,,,,,,,,,,,
1000656,,,,,,,,,,,,,,
1000657,,,,,,,,,,,,,,
1000658,,,,,,,,,,,,,,
1000659,,,,,,,,,,,,,,
1000660,,,,,,,,,,,,,,
1000661,,,,,,,,,,,,,,
1000662,,,,,,,,,,,,,,
1000663,,,,,,,,,,,,,,
1000664,,,,,,,,,,,,,,
1000665,,,,,,,,,,,,,,
1000666,,,,,,,,,,,,,,
1000667,,,,,,,,,,,,,,
1000668,,,,,,,,,,,,,,
1000669,,,,,,,,,,,,,,
1000670,,,,,,,,,,,,,,
1000671,,,,,,,,,,,,,,
1000672,,,,,,,,,,,,,,
1000673,,,,,,,,,,,,,,
1000674,,,,,,,,,,,,,,
1000675,,,,,,,,,,,,,,
1000676,,,,,,,,,,,,,,
1000677,,,,,,,,,,,,,,
1000678,,,,,,,,,,,,,,
1000679,,,,,,,,,,,,,,
1000680,,,,,,,,,,,,,,
1000681,,,,,,,,,,,,,,
1000682,,,,,,,,,,,,,,
1000683,,,,,,,,,,,,,,
1000684,,,,,,,,,,,,,,
1000685,,,,,,,,,,,,,,
1000686,,,,,,,,,,,,,,
1000687,,,,,,,,,,,,,,
1000688,,,,,,,,,,,,,,
1000689,,,,,,,,,,,,,,
1000690,,,,,,,,,,,,,,
1000691,,,,,,,,,,,,,,
1000692,,,,,,,,,,,,,,
1000693,,,,,,,,,,,,,,
1000694,,,,,,,,,,,,,,
1000695,,,,,,,,,,,,,,
1000696,,,,,,,,,,,,,,
1000697,,,,,,,,,,,,,,
1000698,,,,,,,,,,,,,,
1000699,,,,,,,,,,,,,,
1000700,,,,,,,,,,,,,,
1000701,,,,,,,,,,,,,,
1000702,,,,,,,,,,,,,,
1000703,,,,,,,,,,,,,,
1000704,,,,,,,,,,,,,,
1000705,,,,,,,,,,,,,,
1000706,,,,,,,,,,,,,,
1000707,,,,,,,,,,,,,,
1000708,,,,,,,,,,,,,,
1000709,,,,,,,,,,,,,,
1000710,,,,,,,,,,,,,,
1000711,,,,,,,,,,,,,,
1000712,,,,,,,,,,,,,,
1000713,,,,,,,,,,,,,,
1000714,,,,,,,,,,,,,,
1000715,,,,,,,,,,,,,,
1000716,,,,,,,,,,,,,,
1000717,,,,,,,,,,,,,,
1000718,,,,,,,,,,,,,,
1000719,,,,,,,,,,,,,,
1000720,,,,,,,,,,,,,,
1000721,,,,,,,,,,,,,,
1000722,,,,,,,,,,,,,,
1000723,,,,,,,,,,,,,,
1000724,,,,,,,,,,,,,,
1000725,,,,,,,,,,,,,,
1000726,,,,,,,,,,,,,,
1000727,,,,,,,,,,,,,,
1000728,,,,,,,,,,,,,,
1000729,,,,,,,,,,,,,,
1000730,,,,,,,,,,,,,,
1000731,,,,,,,,,,,,,,
1000732,,,,,,,,,,,,,,
1000733,,,,,,,,,,,,,,
1000734,,,,,,,,,,,,,,
1000735,,,,,,,,,,,,,,
1000736,,,,,,,,,,,,,,
1000737,,,,,,,,,,,,,,
1000738,,,,,,,,,,,,,,
1000739,,,,,,,,,,,,,,
1000740,,,,,,,,,,,,,,
1000741,,,,,,,,,,,,,,
1000742,,,,,,,,,,,,,,
1000743,,,,,,,,,,,,,,
1000744,,,,,,,,,,,,,,
1000745,,,,,,,,,,,,,,
1000746,,,,,,,,,,,,,,
1000747,,,,,,,,,,,,,,
1000748,,,,,,,,,,,,,,
1000749,,,,,,,,,,,,,,
1000750,,,,,,,,,,,,,,
1000751,,,,,,,,,,,,,,
1000752,,,,,,,,,,,,,,
1000753,,,,,,,,,,,,,,
1000754,,,,,,,,,,,,,,
1000755,,,,,,,,,,,,,,
1000756,,,,,,,,,,,,,,
1000757,,,,,,,,,,,,,,
1000758,,,,,,,,,,,,,,
1000759,,,,,,,,,,,,,,
1000760,,,,,,,,,,,,,,
1000761,,,,,,,,,,,,,,
1000762,,,,,,,,,,,,,,
1000763,,,,,,,,,,,,,,
1000764,,,,,,,,,,,,,,
1000765,,,,,,,,,,,,,,
1000766,,,,,,,,,,,,,,
1000767,,,,,,,,,,,,,,
1000768,,,,,,,,,,,,,,
1000769,,,,,,,,,,,,,,
1000770,,,,,,,,,,,,,,
1000771,,,,,,,,,,,,,,
1000772,,,,,,,,,,,,,,
1000773,,,,,,,,,,,,,,
1000774,,,,,,,,,,,,,,
1000775,,,,,,,,,,,,,,
1000776,,,,,,,,,,,,,,
1000777,,,,,,,,,,,,,,
1000778,,,,,,,,,,,,,,
1000779,,,,,,,,,,,,,,
1000780,,,,,,,,,,,,,,
1000781,,,,,,,,,,,,,,
1000782,,,,,,,,,,,,,,
1000783,,,,,,,,,,,,,,
1000784,,,,,,,,,,,,,,
1000785,,,,,,,,,,,,,,
1000786,,,,,,,,,,,,,,
1000787,,,,,,,,,,,,,,
1000788,,,,,,,,,,,,,,
1000789,,,,,,,,,,,,,,
1000790,,,,,,,,,,,,,,
1000791,,,,,,,,,,,,,,
1000792,,,,,,,,,,,,,,
1000793,,,,,,,,,,,,,,
1000794,,,,,,,,,,,,,,
1000795,,,,,,,,,,,,,,
1000796,,,,,,,,,,,,,,
1000797,,,,,,,,,,,,,,
1000798,,,,,,,,,,,,,,
1000799,,,,,,,,,,,,,,
1000800,,,,,,,,,,,,,,
1000801,,,,,,,,,,,,,,
1000802,,,,,,,,,,,,,,
1000803,,,,,,,,,,,,,,
1000804,,,,,,,,,,,,,,
1000805,,,,,,,,,,,,,,
1000806,,,,,,,,,,,,,,
1000807,,,,,,,,,,,,,,
1000808,,,,,,,,,,,,,,
1000809,,,,,,,,,,,,,,
1000810,,,,,,,,,,,,,,
1000811,,,,,,,,,,,,,,
1000812,,,,,,,,,,,,,,
1000813,,,,,,,,,,,,,,
1000814,,,,,,,,,,,,,,
1000815,,,,,,,,,,,,,,
1000816,,,,,,,,,,,,,,
1000817,,,,,,,,,,,,,,
1000818,,,,,,,,,,,,,,
1000819,,,,,,,,,,,,,,
1000820,,,,,,,,,,,,,,
1000821,,,,,,,,,,,,,,
1000822,,,,,,,,,,,,,,
1000823,,,,,,,,,,,,,,
1000824,,,,,,,,,,,,,,
1000825,,,,,,,,,,,,,,
1000826,,,,,,,,,,,,,,
1000827,,,,,,,,,,,,,,
1000828,,,,,,,,,,,,,,
1000829,,,,,,,,,,,,,,
1000830,,,,,,,,,,,,,,
1000831,,,,,,,,,,,,,,
1000832,,,,,,,,,,,,,,
1000833,,,,,,,,,,,,,,
1000834,,,,,,,,,,,,,,
1000835,,,,,,,,,,,,,,
1000836,,,,,,,,,,,,,,
1000837,,,,,,,,,,,,,,
1000838,,,,,,,,,,,,,,
1000839,,,,,,,,,,,,,,
1000840,,,,,,,,,,,,,,
1000841,,,,,,,,,,,,,,
1000842,,,,,,,,,,,,,,
1000843,,,,,,,,,,,,,,
1000844,,,,,,,,,,,,,,
1000845,,,,,,,,,,,,,,
1000846,,,,,,,,,,,,,,
1000847,,,,,,,,,,,,,,
1000848,,,,,,,,,,,,,,
1000849,,,,,,,,,,,,,,
1000850,,,,,,,,,,,,,,
1000851,,,,,,,,,,,,,,
1000852,,,,,,,,,,,,,,
1000853,,,,,,,,,,,,,,
1000854,,,,,,,,,,,,,,
1000855,,,,,,,,,,,,,,
1000856,,,,,,,,,,,,,,
1000857,,,,,,,,,,,,,,
1000858,,,,,,,,,,,,,,
1000859,,,,,,,,,,,,,,
1000860,,,,,,,,,,,,,,
1000861,,,,,,,,,,,,,,
1000862,,,,,,,,,,,,,,
1000863,,,,,,,,,,,,,,
1000864,,,,,,,,,,,,,,
1000865,,,,,,,,,,,,,,
1000866,,,,,,,,,,,,,,
1000867,,,,,,,,,,,,,,
1000868,,,,,,,,,,,,,,
1000869,,,,,,,,,,,,,,
1000870,,,,,,,,,,,,,,
1000871,,,,,,,,,,,,,,
1000872,,,,,,,,,,,,,,
1000873,,,,,,,,,,,,,,
1000874,,,,,,,,,,,,,,
1000875,,,,,,,,,,,,,,
1000876,,,,,,,,,,,,,,
1000877,,,,,,,,,,,,,,
1000878,,,,,,,,,,,,,,
1000879,,,,,,,,,,,,,,
1000880,,,,,,,,,,,,,,
1000881,,,,,,,,,,,,,,
1000882,,,,,,,,,,,,,,
1000883,,,,,,,,,,,,,,
1000884,,,,,,,,,,,,,,
1000885,,,,,,,,,,,,,,
1000886,,,,,,,,,,,,,,
1000887,,,,,,,,,,,,,,
1000888,,,,,,,,,,,,,,
1000889,,,,,,,,,,,,,,
1000890,,,,,,,,,,,,,,
1000891,,,,,,,,,,,,,,
1000892,,,,,,,,,,,,,,
1000893,,,,,,,,,,,,,,
1000894,,,,,,,,,,,,,,
1000895,,,,,,,,,,,,,,
1000896,,,,,,,,,,,,,,
1000897,,,,,,,,,,,,,,
1000898,,,,,,,,,,,,,,
1000899,,,,,,,,,,,,,,
1000900,,,,,,,,,,,,,,
1000901,,,,,,,,,,,,,,
1000902,,,,,,,,,,,,,,
1000903,,,,,,,,,,,,,,
1000904,,,,,,,,,,,,,,
1000905,,,,,,,,,,,,,,
1000906,,,,,,,,,,,,,,
1000907,,,,,,,,,,,,,,
1000908,,,,,,,,,,,,,,
1000909,,,,,,,,,,,,,,
1000910,,,,,,,,,,,,,,
1000911,,,,,,,,,,,,,,
1000912,,,,,,,,,,,,,,
1000913,,,,,,,,,,,,,,
1000914,,,,,,,,,,,,,,
1000915,,,,,,,,,,,,,,
1000916,,,,,,,,,,,,,,
1000917,,,,,,,,,,,,,,
1000918,,,,,,,,,,,,,,
1000919,,,,,,,,,,,,,,
1000920,,,,,,,,,,,,,,
1000921,,,,,,,,,,,,,,
1000922,,,,,,,,,,,,,,
1000923,,,,,,,,,,,,,,
1000924,,,,,,,,,,,,,,
1000925,,,,,,,,,,,,,,
1000926,,,,,,,,,,,,,,
1000927,,,,,,,,,,,,,,
1000928,,,,,,,,,,,,,,
1000929,,,,,,,,,,,,,,
1000930,,,,,,,,,,,,,,
1000931,,,,,,,,,,,,,,
1000932,,,,,,,,,,,,,,
1000933,,,,,,,,,,,,,,
1000934,,,,,,,,,,,,,,
1000935,,,,,,,,,,,,,,
1000936,,,,,,,,,,,,,,
1000937,,,,,,,,,,,,,,
1000938,,,,,,,,,,,,,,
1000939,,,,,,,,,,,,,,
1000940,,,,,,,,,,,,,,
1000941,,,,,,,,,,,,,,
1000942,,,,,,,,,,,,,,
1000943,,,,,,,,,,,,,,
1000944,,,,,,,,,,,,,,
1000945,,,,,,,,,,,,,,
1000946,,,,,,,,,,,,,,
1000947,,,,,,,,,,,,,,
1000948,,,,,,,,,,,,,,
1000949,,,,,,,,,,,,,,
1000950,,,,,,,,,,,,,,
1000951,,,,,,,,,,,,,,
1000952,,,,,,,,,,,,,,
1000953,,,,,,,,,,,,,,
1000954,,,,,,,,,,,,,,
1000955,,,,,,,,,,,,,,
1000956,,,,,,,,,,,,,,
1000957,,,,,,,,,,,,,,
1000958,,,,,,,,,,,,,,
1000959,,,,,,,,,,,,,,
1000960,,,,,,,,,,,,,,
1000961,,,,,,,,,,,,,,
1000962,,,,,,,,,,,,,,
1000963,,,,,,,,,,,,,,
1000964,,,,,,,,,,,,,,
1000965,,,,,,,,,,,,,,
1000966,,,,,,,,,,,,,,
1000967,,,,,,,,,,,,,,
1000968,,,,,,,,,,,,,,
1000969,,,,,,,,,,,,,,
1000970,,,,,,,,,,,,,,
1000971,,,,,,,,,,,,,,
1000972,,,,,,,,,,,,,,
1000973,,,,,,,,,,,,,,
1000974,,,,,,,,,,,,,,
1000975,,,,,,,,,,,,,,
1000976,,,,,,,,,,,,,,
1000977,,,,,,,,,,,,,,
1000978,,,,,,,,,,,,,,
1000979,,,,,,,,,,,,,,
1000980,,,,,,,,,,,,,,
1000981,,,,,,,,,,,,,,
1000982,,,,,,,,,,,,,,
1000983,,,,,,,,,,,,,,
1000984,,,,,,,,,,,,,,
1000985,,,,,,,,,,,,,,
1000986,,,,,,,,,,,,,,
1000987,,,,,,,,,,,,,,
1000988,,,,,,,,,,,,,,
1000989,,,,,,,,,,,,,,
1000990,,,,,,,,,,,,,,
1000991,,,,,,,,,,,,,,
1000992,,,,,,,,,,,,,,
1000993,,,,,,,,,,,,,,
1000994,,,,,,,,,,,,,,
1000995,,,,,,,,,,,,,,
1000996,,,,,,,,,,,,,,
1000997,,,,,,,,,,,,,,
1000998,,,,,,,,,,,,,,
1000999,,,,,,,,,,,,,,
